권역	지역	예보일자	예보시간	기온(°C)	습도(%)	체감온도(°C)	폭염단계	강수형태	강수량(mm)	풍속(m/s)	풍속단계
호남	장성	2026-07-20	13:00	30	85	32.5	관심	없음	강수없음	3	정상
호남	장성	2026-07-20	17:00	30	85	32.5	관심	없음	강수없음	2.5	정상
호남	제주시	2026-07-20	9:00	30	85	32.5	관심	없음	강수없음	0.3	정상
호남	진도	2026-07-20	11:00	30	85	32.5	관심	없음	강수없음	2.5	정상
호남	진도	2026-07-20	12:00	30	85	32.5	관심	없음	강수없음	3.3	정상
호남	진도	2026-07-20	17:00	30	85	32.5	관심	없음	강수없음	3.6	정상
호남	함평	2026-07-20	12:00	30	85	32.5	관심	없음	강수없음	2.2	정상
호남	함평	2026-07-20	17:00	30	85	32.5	관심	없음	강수없음	2.9	정상
호남	해남	2026-07-20	12:00	30	85	32.5	관심	없음	강수없음	3.1	정상
호남	해남	2026-07-20	13:00	30	85	32.5	관심	없음	강수없음	3.5	정상
호남	해남	2026-07-20	14:00	30	85	32.5	관심	없음	강수없음	3.6	정상
호남	해남	2026-07-20	15:00	30	85	32.5	관심	없음	강수없음	3.8	정상
호남	해남	2026-07-20	16:00	30	85	32.5	관심	없음	강수없음	3.8	정상
대구(경북)	구미	2026-07-20	11:00	30	85	32.5	관심	없음	강수없음	1.2	정상
대구(경북)	김천	2026-07-20	12:00	30	85	32.5	관심	없음	강수없음	1.2	정상
부산(경남)	김해	2026-07-20	10:00	30	85	32.5	관심	없음	강수없음	1.7	정상
부산(경남)	남해	2026-07-20	14:00	30	85	32.5	관심	없음	강수없음	3.1	정상
부산(경남)	남해	2026-07-20	15:00	30	85	32.5	관심	없음	강수없음	3.1	정상
부산(경남)	남해	2026-07-20	16:00	30	85	32.5	관심	없음	강수없음	3.4	정상
부산(경남)	진해	2026-07-20	17:00	30	85	32.5	관심	없음	강수없음	3	정상
부산(경남)	하동	2026-07-20	10:00	30	85	32.5	관심	없음	강수없음	1.6	정상
대구(경북)	영천	2026-07-20	16:00	31	70	32.3	관심	비	1.0mm	1.1	정상
대구(경북)	경주	2026-07-20	12:00	31	70	32.3	관심	없음	강수없음	0.7	정상
대구(경북)	경주	2026-07-20	17:00	31	70	32.3	관심	없음	강수없음	0.6	정상
대구(경북)	영천	2026-07-20	12:00	31	70	32.3	관심	없음	강수없음	1.5	정상
대구(경북)	포항	2026-07-20	13:00	31	70	32.3	관심	없음	강수없음	1	정상
충청	영동	2026-07-20	15:00	29	95	32.2	관심	비	3.0mm	1	정상
충청	예산	2026-07-20	16:00	29	95	32.2	관심	비	2.0mm	0.6	정상
호남	담양	2026-07-20	18:00	30	80	32.1	관심	비	6.0mm	1.5	정상
충청	옥천	2026-07-20	17:00	30	80	32.1	관심	비	5.0mm	0.2	정상
충청	옥천	2026-07-20	15:00	30	80	32.1	관심	비	3.0mm	0.1	정상
부산(경남)	산청	2026-07-20	17:00	30	80	32.1	관심	비	3.0mm	2.8	정상
충청	대전	2026-07-20	15:00	30	80	32.1	관심	비	2.0mm	0.3	정상
충청	대전	2026-07-20	16:00	30	80	32.1	관심	비	2.0mm	0.2	정상
충청	옥천	2026-07-20	16:00	30	80	32.1	관심	비	2.0mm	0.5	정상
충청	충주	2026-07-20	15:00	30	80	32.1	관심	비	2.0mm	0.4	정상
대구(경북)	군위	2026-07-20	16:00	30	80	32.1	관심	비	2.0mm	1.2	정상
대구(경북)	김천	2026-07-20	14:00	30	80	32.1	관심	비	2.0mm	0.1	정상
대구(경북)	김천	2026-07-20	17:00	30	80	32.1	관심	비	2.0mm	0.2	정상
대구(경북)	청송	2026-07-20	16:00	30	80	32.1	관심	비	2.0mm	0.6	정상
부산(경남)	함양	2026-07-20	14:00	30	80	32.1	관심	비	2.0mm	2.7	정상
충청	세종	2026-07-20	14:00	30	80	32.1	관심	비	1mm 미만	0.1	정상
호남	순창	2026-07-20	12:00	30	80	32.1	관심	비	1mm 미만	2.2	정상
대구(경북)	군위	2026-07-20	14:00	30	80	32.1	관심	비	1mm 미만	1.8	정상
대구(경북)	성주	2026-07-20	18:00	30	80	32.1	관심	비	1mm 미만	0.2	정상
대구(경북)	안동	2026-07-20	16:00	30	80	32.1	관심	비	19.0mm	0.2	정상
충청	증평	2026-07-20	15:00	30	80	32.1	관심	비	1.0mm	0.1	정상
충청	계룡	2026-07-20	14:00	30	80	32.1	관심	없음	강수없음	0.5	정상
충청	공주	2026-07-20	14:00	30	80	32.1	관심	없음	강수없음	0.2	정상
충청	보령	2026-07-20	13:00	30	80	32.1	관심	없음	강수없음	1	정상
충청	부여	2026-07-20	13:00	30	80	32.1	관심	없음	강수없음	0.5	정상
충청	서천	2026-07-20	13:00	30	80	32.1	관심	없음	강수없음	0.5	정상
충청	서천	2026-07-20	14:00	30	80	32.1	관심	없음	강수없음	0.8	정상
충청	세종	2026-07-20	15:00	30	80	32.1	관심	없음	강수없음	0.8	정상
충청	아산	2026-07-20	14:00	30	80	32.1	관심	없음	강수없음	0.7	정상
충청	옥천	2026-07-20	12:00	30	80	32.1	관심	없음	강수없음	0.2	정상
충청	천안	2026-07-20	14:00	30	80	32.1	관심	없음	강수없음	0.5	정상
충청	청주	2026-07-20	16:00	30	80	32.1	관심	없음	강수없음	0.8	정상
충청	충주	2026-07-20	16:00	30	80	32.1	관심	없음	강수없음	0.4	정상
충청	홍성	2026-07-20	14:00	30	80	32.1	관심	없음	강수없음	0.8	정상
호남	강진	2026-07-20	12:00	30	80	32.1	관심	없음	강수없음	2.3	정상
호남	강진	2026-07-20	13:00	30	80	32.1	관심	없음	강수없음	2.7	정상
호남	강진	2026-07-20	14:00	30	80	32.1	관심	없음	강수없음	2.9	정상
호남	강진	2026-07-20	16:00	30	80	32.1	관심	없음	강수없음	3	정상
호남	강진	2026-07-20	17:00	30	80	32.1	관심	없음	강수없음	2.5	정상
호남	광양	2026-07-20	18:00	30	80	32.1	관심	없음	강수없음	2.1	정상
호남	광주	2026-07-20	18:00	30	80	32.1	관심	없음	강수없음	2.3	정상
호남	남원	2026-07-20	10:00	30	80	32.1	관심	없음	강수없음	1.8	정상
호남	목포	2026-07-20	16:00	30	80	32.1	관심	없음	강수없음	3.8	정상
호남	부안	2026-07-20	12:00	30	80	32.1	관심	없음	강수없음	1.1	정상
호남	순천	2026-07-20	11:00	30	80	32.1	관심	없음	강수없음	1.4	정상
호남	순천	2026-07-20	18:00	30	80	32.1	관심	없음	강수없음	1.7	정상
호남	여수	2026-07-20	12:00	30	80	32.1	관심	없음	강수없음	2.6	정상
호남	완주	2026-07-20	13:00	30	80	32.1	관심	없음	강수없음	1.9	정상
호남	익산	2026-07-20	12:00	30	80	32.1	관심	없음	강수없음	0.9	정상
호남	익산	2026-07-20	13:00	30	80	32.1	관심	없음	강수없음	0.5	정상
호남	임실	2026-07-20	13:00	30	80	32.1	관심	없음	강수없음	2.3	정상
호남	전주	2026-07-20	11:00	30	80	32.1	관심	없음	강수없음	0.8	정상
호남	제주시	2026-07-20	10:00	30	80	32.1	관심	없음	강수없음	0.3	정상
호남	진도	2026-07-20	13:00	30	80	32.1	관심	없음	강수없음	3.8	정상
대구(경북)	군위	2026-07-20	13:00	30	80	32.1	관심	없음	강수없음	1.7	정상
대구(경북)	군위	2026-07-20	15:00	30	80	32.1	관심	없음	강수없음	1.8	정상
대구(경북)	김천	2026-07-20	16:00	30	80	32.1	관심	없음	강수없음	0.2	정상
대구(경북)	대구	2026-07-20	18:00	30	80	32.1	관심	없음	강수없음	1.1	정상
대구(경북)	성주	2026-07-20	12:00	30	80	32.1	관심	없음	강수없음	1.8	정상
대구(경북)	안동	2026-07-20	13:00	30	80	32.1	관심	없음	강수없음	0.6	정상
대구(경북)	의성	2026-07-20	12:00	30	80	32.1	관심	없음	강수없음	1.2	정상
대구(경북)	칠곡	2026-07-20	13:00	30	80	32.1	관심	없음	강수없음	1.9	정상
부산(경남)	거창	2026-07-20	12:00	30	80	32.1	관심	없음	강수없음	1.8	정상
부산(경남)	거창	2026-07-20	16:00	30	80	32.1	관심	없음	강수없음	1.2	정상
부산(경남)	김해	2026-07-20	11:00	30	80	32.1	관심	없음	강수없음	2.1	정상
부산(경남)	김해	2026-07-20	18:00	30	80	32.1	관심	없음	강수없음	2.4	정상
부산(경남)	마산	2026-07-20	11:00	30	80	32.1	관심	없음	강수없음	1.6	정상
부산(경남)	마산	2026-07-20	17:00	30	80	32.1	관심	없음	강수없음	2.5	정상
부산(경남)	마산	2026-07-20	18:00	30	80	32.1	관심	없음	강수없음	2.3	정상
부산(경남)	밀양	2026-07-20	12:00	30	80	32.1	관심	없음	강수없음	1.9	정상
부산(경남)	밀양	2026-07-20	13:00	30	80	32.1	관심	없음	강수없음	2.2	정상
부산(경남)	밀양	2026-07-20	17:00	30	80	32.1	관심	없음	강수없음	2	정상
부산(경남)	부산	2026-07-20	10:00	30	80	32.1	관심	없음	강수없음	1.5	정상
부산(경남)	부산	2026-07-20	11:00	30	80	32.1	관심	없음	강수없음	2	정상
부산(경남)	부산	2026-07-20	18:00	30	80	32.1	관심	없음	강수없음	2.5	정상
부산(경남)	양산	2026-07-20	10:00	30	80	32.1	관심	없음	강수없음	1.7	정상
부산(경남)	의령	2026-07-20	10:00	30	80	32.1	관심	없음	강수없음	1.2	정상
부산(경남)	진주	2026-07-20	10:00	30	80	32.1	관심	없음	강수없음	1.8	정상
부산(경남)	진해	2026-07-20	12:00	30	80	32.1	관심	없음	강수없음	1.9	정상
부산(경남)	진해	2026-07-20	13:00	30	80	32.1	관심	없음	강수없음	2.1	정상
부산(경남)	진해	2026-07-20	16:00	30	80	32.1	관심	없음	강수없음	3.1	정상
부산(경남)	창녕	2026-07-20	11:00	30	80	32.1	관심	없음	강수없음	1.8	정상
부산(경남)	창녕	2026-07-20	18:00	30	80	32.1	관심	없음	강수없음	2.3	정상
부산(경남)	창원	2026-07-20	10:00	30	80	32.1	관심	없음	강수없음	1.4	정상
부산(경남)	창원	2026-07-20	18:00	30	80	32.1	관심	없음	강수없음	2.3	정상
부산(경남)	하동	2026-07-20	11:00	30	80	32.1	관심	없음	강수없음	1.7	정상
부산(경남)	하동	2026-07-20	18:00	30	80	32.1	관심	없음	강수없음	2.6	정상
부산(경남)	함안	2026-07-20	13:00	30	80	32.1	관심	없음	강수없음	2.8	정상
부산(경남)	함안	2026-07-20	14:00	30	80	32.1	관심	없음	강수없음	3	정상
부산(경남)	함안	2026-07-20	15:00	30	80	32.1	관심	없음	강수없음	3.2	정상
부산(경남)	함안	2026-07-20	16:00	30	80	32.1	관심	없음	강수없음	3	정상
부산(경남)	함양	2026-07-20	15:00	30	80	32.1	관심	없음	강수없음	2.1	정상
부산(경남)	합천	2026-07-20	12:00	30	80	32.1	관심	없음	강수없음	2	정상
대구(경북)	포항	2026-07-20	16:00	31	65	31.9	관심	비	1.0mm	0.7	정상
충청	영동	2026-07-20	14:00	29	90	31.8	관심	비	6.0mm	0.6	정상
충청	공주	2026-07-20	16:00	29	90	31.8	관심	비	5.0mm	0.4	정상
호남	임실	2026-07-20	17:00	29	90	31.8	관심	비	4.0mm	1.7	정상
호남	고창	2026-07-20	13:00	29	90	31.8	관심	비	3.0mm	2.7	정상
호남	고창	2026-07-20	15:00	29	90	31.8	관심	비	2.0mm	3	정상
호남	임실	2026-07-20	14:00	29	90	31.8	관심	비	2.0mm	1.6	정상
호남	순창	2026-07-20	11:00	29	90	31.8	관심	비	1.0mm	1.8	정상
호남	영암	2026-07-20	12:00	29	90	31.8	관심	비	1.0mm	2.4	정상
충청	계룡	2026-07-20	17:00	29	90	31.8	관심	없음	강수없음	1.6	정상
충청	공주	2026-07-20	17:00	29	90	31.8	관심	없음	강수없음	0.9	정상
충청	서천	2026-07-20	17:00	29	90	31.8	관심	없음	강수없음	1.5	정상
충청	아산	2026-07-20	17:00	29	90	31.8	관심	없음	강수없음	0.1	정상
충청	청양	2026-07-20	15:00	29	90	31.8	관심	없음	강수없음	1.1	정상
충청	청양	2026-07-20	16:00	29	90	31.8	관심	없음	강수없음	1	정상
호남	고창	2026-07-20	14:00	29	90	31.8	관심	없음	강수없음	2.7	정상
호남	고흥	2026-07-20	11:00	29	90	31.8	관심	없음	강수없음	2.3	정상
호남	구례	2026-07-20	11:00	29	90	31.8	관심	없음	강수없음	1.9	정상
호남	목포	2026-07-20	10:00	29	90	31.8	관심	없음	강수없음	1.8	정상
호남	무안	2026-07-20	10:00	29	90	31.8	관심	없음	강수없음	1.3	정상
호남	보성	2026-07-20	13:00	29	90	31.8	관심	없음	강수없음	2.6	정상
호남	순창	2026-07-20	17:00	29	90	31.8	관심	없음	강수없음	1.9	정상
호남	신안	2026-07-20	9:00	29	90	31.8	관심	없음	강수없음	1.4	정상
호남	영암	2026-07-20	11:00	29	90	31.8	관심	없음	강수없음	2.1	정상
호남	완도	2026-07-20	13:00	29	90	31.8	관심	없음	강수없음	1.2	정상
호남	완도	2026-07-20	16:00	29	90	31.8	관심	없음	강수없음	1	정상
호남	완도	2026-07-20	17:00	29	90	31.8	관심	없음	강수없음	0.7	정상
호남	장흥	2026-07-20	17:00	29	90	31.8	관심	없음	강수없음	2.8	정상
호남	진도	2026-07-20	9:00	29	90	31.8	관심	없음	강수없음	1.2	정상
호남	함평	2026-07-20	10:00	29	90	31.8	관심	없음	강수없음	1.8	정상
호남	해남	2026-07-20	10:00	29	90	31.8	관심	없음	강수없음	1.8	정상
호남	화순	2026-07-20	13:00	29	90	31.8	관심	없음	강수없음	2.1	정상
호남	화순	2026-07-20	14:00	29	90	31.8	관심	없음	강수없음	2.1	정상
대구(경북)	김천	2026-07-20	11:00	29	90	31.8	관심	없음	강수없음	0.9	정상
부산(경남)	거제	2026-07-20	14:00	29	90	31.8	관심	없음	강수없음	3.9	정상
부산(경남)	거제	2026-07-20	15:00	29	90	31.8	관심	없음	강수없음	4.1	정상
부산(경남)	거제	2026-07-20	16:00	29	90	31.8	관심	없음	강수없음	4.1	정상
부산(경남)	고성	2026-07-20	13:00	29	90	31.8	관심	없음	강수없음	3.5	정상
부산(경남)	남해	2026-07-20	12:00	29	90	31.8	관심	없음	강수없음	2.5	정상
부산(경남)	남해	2026-07-20	13:00	29	90	31.8	관심	없음	강수없음	3.1	정상
부산(경남)	사천	2026-07-20	13:00	29	90	31.8	관심	없음	강수없음	3.2	정상
부산(경남)	사천	2026-07-20	16:00	29	90	31.8	관심	없음	강수없음	3.1	정상
부산(경남)	사천	2026-07-20	17:00	29	90	31.8	관심	없음	강수없음	3.1	정상
부산(경남)	통영	2026-07-20	11:00	29	90	31.8	관심	없음	강수없음	2.2	정상
부산(경남)	함양	2026-07-20	17:00	29	90	31.8	관심	없음	강수없음	1.3	정상
충청	보은	2026-07-20	14:00	30	75	31.7	관심	비	9.0mm	0.2	정상
대구(경북)	안동	2026-07-20	15:00	30	75	31.7	관심	비	8.0mm	1	정상
충청	대전	2026-07-20	13:00	30	75	31.7	관심	비	6.0mm	0.1	정상
충청	대전	2026-07-20	14:00	30	75	31.7	관심	비	5.0mm	0.1	정상
부산(경남)	거창	2026-07-20	13:00	30	75	31.7	관심	비	5.0mm	2.1	정상
대구(경북)	문경	2026-07-20	14:00	30	75	31.7	관심	비	4.0mm	0.2	정상
부산(경남)	합천	2026-07-20	17:00	30	75	31.7	관심	비	4.0mm	2.5	정상
부산(경남)	거창	2026-07-20	14:00	30	75	31.7	관심	비	3.0mm	2	정상
부산(경남)	합천	2026-07-20	13:00	30	75	31.7	관심	비	3.0mm	2.2	정상
대구(경북)	문경	2026-07-20	15:00	30	75	31.7	관심	비	23.0mm	1.4	정상
대구(경북)	청송	2026-07-20	13:00	30	75	31.7	관심	비	2.0mm	1.1	정상
충청	논산	2026-07-20	13:00	30	75	31.7	관심	비	1mm 미만	0.5	정상
충청	옥천	2026-07-20	13:00	30	75	31.7	관심	비	16.0mm	1	정상
대구(경북)	문경	2026-07-20	16:00	30	75	31.7	관심	비	11.0mm	1.3	정상
충청	청주	2026-07-20	15:00	30	75	31.7	관심	비	1.0mm	0.5	정상
충청	논산	2026-07-20	12:00	30	75	31.7	관심	없음	강수없음	0.3	정상
충청	대전	2026-07-20	12:00	30	75	31.7	관심	없음	강수없음	0.4	정상
충청	보은	2026-07-20	13:00	30	75	31.7	관심	없음	강수없음	0.7	정상
충청	증평	2026-07-20	14:00	30	75	31.7	관심	없음	강수없음	0.4	정상
충청	천안	2026-07-20	13:00	30	75	31.7	관심	없음	강수없음	1.2	정상
대구(경북)	경주	2026-07-20	11:00	30	75	31.7	관심	없음	강수없음	1.2	정상
대구(경북)	대구	2026-07-20	11:00	30	75	31.7	관심	없음	강수없음	1.3	정상
대구(경북)	문경	2026-07-20	13:00	30	75	31.7	관심	없음	강수없음	0.4	정상
대구(경북)	안동	2026-07-20	14:00	30	75	31.7	관심	없음	강수없음	0.4	정상
대구(경북)	영천	2026-07-20	11:00	30	75	31.7	관심	없음	강수없음	1.5	정상
대구(경북)	울릉	2026-07-20	10:00	30	75	31.7	관심	없음	강수없음	1.7	정상
대구(경북)	칠곡	2026-07-20	16:00	30	75	31.7	관심	없음	강수없음	0.8	정상
부산(경남)	마산	2026-07-20	12:00	30	75	31.7	관심	없음	강수없음	1.8	정상
부산(경남)	울산	2026-07-20	10:00	30	75	31.7	관심	없음	강수없음	1.7	정상
부산(경남)	창녕	2026-07-20	12:00	30	75	31.7	관심	없음	강수없음	2.4	정상
부산(경남)	창원	2026-07-20	11:00	30	75	31.7	관심	없음	강수없음	1.8	정상
대구(경북)	안동	2026-07-20	17:00	29	85	31.4	관심	비	8.0mm	0.1	정상
호남	장수	2026-07-20	13:00	29	85	31.4	관심	비	7.0mm	1.3	정상
부산(경남)	거창	2026-07-20	18:00	29	85	31.4	관심	비	7.0mm	1	정상
충청	금산	2026-07-20	14:00	29	85	31.4	관심	비	6.0mm	1.3	정상
충청	부여	2026-07-20	18:00	29	85	31.4	관심	비	6.0mm	0.5	정상
호남	완주	2026-07-20	16:00	29	85	31.4	관심	비	6.0mm	1.9	정상
부산(경남)	고성	2026-07-20	15:00	29	85	31.4	관심	비	6.0mm	3.8	정상
부산(경남)	함양	2026-07-20	13:00	29	85	31.4	관심	비	6.0mm	2.5	정상
호남	익산	2026-07-20	18:00	29	85	31.4	관심	비	5.0mm	0.7	정상
대구(경북)	고령	2026-07-20	10:00	29	85	31.4	관심	비	5.0mm	1	정상
충청	논산	2026-07-20	18:00	29	85	31.4	관심	비	4.0mm	0.2	정상
충청	청주	2026-07-20	17:00	29	85	31.4	관심	비	4.0mm	0.2	정상
호남	화순	2026-07-20	15:00	29	85	31.4	관심	비	4.0mm	2.2	정상
부산(경남)	함양	2026-07-20	16:00	29	85	31.4	관심	비	4.0mm	1.7	정상
충청	예산	2026-07-20	15:00	29	85	31.4	관심	비	3.0mm	0.6	정상
호남	완주	2026-07-20	11:00	29	85	31.4	관심	비	3.0mm	2	정상
호남	임실	2026-07-20	16:00	29	85	31.4	관심	비	3.0mm	1.8	정상
충청	보은	2026-07-20	16:00	29	85	31.4	관심	비	2.0mm	0.4	정상
호남	곡성	2026-07-20	15:00	29	85	31.4	관심	비	2.0mm	2.3	정상
호남	군산	2026-07-20	18:00	29	85	31.4	관심	비	2.0mm	1.2	정상
호남	김제	2026-07-20	18:00	29	85	31.4	관심	비	2.0mm	0.9	정상
호남	나주	2026-07-20	11:00	29	85	31.4	관심	비	2.0mm	1.7	정상
부산(경남)	고성	2026-07-20	14:00	29	85	31.4	관심	비	2.0mm	3.8	정상
호남	무주	2026-07-20	13:00	29	85	31.4	관심	비	1mm 미만	1.6	정상
호남	장성	2026-07-20	12:00	29	85	31.4	관심	비	1mm 미만	2.4	정상
호남	영암	2026-07-20	13:00	29	85	31.4	관심	비	10.0mm	2.7	정상
충청	당진	2026-07-20	17:00	29	85	31.4	관심	비	1.0mm	0.8	정상
부산(경남)	부산	2026-07-20	9:00	29	85	31.4	관심	비	1.0mm	1.5	정상
충청	당진	2026-07-20	14:00	29	85	31.4	관심	없음	강수없음	1.5	정상
충청	보령	2026-07-20	17:00	29	85	31.4	관심	없음	강수없음	1.2	정상
충청	서산	2026-07-20	14:00	29	85	31.4	관심	없음	강수없음	0.8	정상
충청	서산	2026-07-20	15:00	29	85	31.4	관심	없음	강수없음	0.2	정상
충청	서산	2026-07-20	16:00	29	85	31.4	관심	없음	강수없음	0.9	정상
충청	서천	2026-07-20	16:00	29	85	31.4	관심	없음	강수없음	1.2	정상
충청	세종	2026-07-20	16:00	29	85	31.4	관심	없음	강수없음	0.1	정상
충청	증평	2026-07-20	17:00	29	85	31.4	관심	없음	강수없음	0.4	정상
충청	태안	2026-07-20	14:00	29	85	31.4	관심	없음	강수없음	1.3	정상
충청	태안	2026-07-20	15:00	29	85	31.4	관심	없음	강수없음	0.8	정상
충청	태안	2026-07-20	16:00	29	85	31.4	관심	없음	강수없음	0.3	정상
충청	홍성	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	0.5	정상
호남	강진	2026-07-20	11:00	29	85	31.4	관심	없음	강수없음	2.3	정상
호남	강진	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	2	정상
호남	고흥	2026-07-20	10:00	29	85	31.4	관심	없음	강수없음	1.7	정상
호남	고흥	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	2.1	정상
호남	곡성	2026-07-20	12:00	29	85	31.4	관심	없음	강수없음	2.8	정상
호남	곡성	2026-07-20	13:00	29	85	31.4	관심	없음	강수없음	2.4	정상
호남	곡성	2026-07-20	14:00	29	85	31.4	관심	없음	강수없음	2.2	정상
호남	곡성	2026-07-20	16:00	29	85	31.4	관심	없음	강수없음	2	정상
호남	광양	2026-07-20	10:00	29	85	31.4	관심	없음	강수없음	1.3	정상
호남	광주	2026-07-20	9:00	29	85	31.4	관심	없음	강수없음	1	정상
호남	구례	2026-07-20	17:00	29	85	31.4	관심	없음	강수없음	2.1	정상
호남	나주	2026-07-20	12:00	29	85	31.4	관심	없음	강수없음	2	정상
호남	나주	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	2.1	정상
호남	담양	2026-07-20	10:00	29	85	31.4	관심	없음	강수없음	1.2	정상
호남	목포	2026-07-20	11:00	29	85	31.4	관심	없음	강수없음	2.3	정상
호남	목포	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	3.4	정상
호남	무안	2026-07-20	11:00	29	85	31.4	관심	없음	강수없음	1.7	정상
호남	무안	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	2.7	정상
호남	보성	2026-07-20	14:00	29	85	31.4	관심	없음	강수없음	3	정상
호남	부안	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	1.4	정상
호남	서귀포	2026-07-20	10:00	29	85	31.4	관심	없음	강수없음	0.8	정상
호남	서귀포	2026-07-20	11:00	29	85	31.4	관심	없음	강수없음	0.9	정상
호남	서귀포	2026-07-20	17:00	29	85	31.4	관심	없음	강수없음	1.5	정상
호남	순천	2026-07-20	10:00	29	85	31.4	관심	없음	강수없음	1.2	정상
호남	신안	2026-07-20	10:00	29	85	31.4	관심	없음	강수없음	2.3	정상
호남	신안	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	3.4	정상
호남	여수	2026-07-20	10:00	29	85	31.4	관심	없음	강수없음	1.7	정상
호남	여수	2026-07-20	11:00	29	85	31.4	관심	없음	강수없음	2.2	정상
호남	여수	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	2.4	정상
호남	영광	2026-07-20	11:00	29	85	31.4	관심	없음	강수없음	1.1	정상
호남	영광	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	2.5	정상
호남	영암	2026-07-20	14:00	29	85	31.4	관심	없음	강수없음	3.1	정상
호남	영암	2026-07-20	15:00	29	85	31.4	관심	없음	강수없음	3.4	정상
호남	영암	2026-07-20	16:00	29	85	31.4	관심	없음	강수없음	3.4	정상
호남	익산	2026-07-20	11:00	29	85	31.4	관심	없음	강수없음	1.1	정상
호남	임실	2026-07-20	11:00	29	85	31.4	관심	없음	강수없음	2.1	정상
호남	임실	2026-07-20	15:00	29	85	31.4	관심	없음	강수없음	1.6	정상
호남	장성	2026-07-20	11:00	29	85	31.4	관심	없음	강수없음	2	정상
호남	장성	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	2.2	정상
호남	장수	2026-07-20	15:00	29	85	31.4	관심	없음	강수없음	1	정상
호남	장수	2026-07-20	16:00	29	85	31.4	관심	없음	강수없음	0.8	정상
호남	장흥	2026-07-20	12:00	29	85	31.4	관심	없음	강수없음	2.4	정상
호남	장흥	2026-07-20	13:00	29	85	31.4	관심	없음	강수없음	2.9	정상
호남	장흥	2026-07-20	14:00	29	85	31.4	관심	없음	강수없음	3.3	정상
호남	장흥	2026-07-20	15:00	29	85	31.4	관심	없음	강수없음	3.2	정상
호남	장흥	2026-07-20	16:00	29	85	31.4	관심	없음	강수없음	2.9	정상
호남	전주	2026-07-20	10:00	29	85	31.4	관심	없음	강수없음	0.8	정상
호남	정읍	2026-07-20	10:00	29	85	31.4	관심	없음	강수없음	0.8	정상
호남	진도	2026-07-20	10:00	29	85	31.4	관심	없음	강수없음	2	정상
호남	진도	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	3.3	정상
호남	함평	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	2.6	정상
호남	해남	2026-07-20	11:00	29	85	31.4	관심	없음	강수없음	2.4	정상
호남	해남	2026-07-20	17:00	29	85	31.4	관심	없음	강수없음	3.4	정상
대구(경북)	경산	2026-07-20	14:00	29	85	31.4	관심	없음	강수없음	2.6	정상
대구(경북)	경산	2026-07-20	16:00	29	85	31.4	관심	없음	강수없음	2.6	정상
대구(경북)	경산	2026-07-20	17:00	29	85	31.4	관심	없음	강수없음	2.5	정상
대구(경북)	구미	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	0.1	정상
대구(경북)	군위	2026-07-20	12:00	29	85	31.4	관심	없음	강수없음	1.6	정상
대구(경북)	문경	2026-07-20	17:00	29	85	31.4	관심	없음	강수없음	0.2	정상
대구(경북)	상주	2026-07-20	12:00	29	85	31.4	관심	없음	강수없음	0.6	정상
대구(경북)	의성	2026-07-20	11:00	29	85	31.4	관심	없음	강수없음	0.5	정상
대구(경북)	청도	2026-07-20	16:00	29	85	31.4	관심	없음	강수없음	2.7	정상
대구(경북)	청도	2026-07-20	17:00	29	85	31.4	관심	없음	강수없음	2.4	정상
부산(경남)	거창	2026-07-20	11:00	29	85	31.4	관심	없음	강수없음	1.7	정상
부산(경남)	남해	2026-07-20	17:00	29	85	31.4	관심	없음	강수없음	3.1	정상
부산(경남)	마산	2026-07-20	10:00	29	85	31.4	관심	없음	강수없음	1.1	정상
부산(경남)	사천	2026-07-20	14:00	29	85	31.4	관심	없음	강수없음	3.4	정상
부산(경남)	산청	2026-07-20	11:00	29	85	31.4	관심	없음	강수없음	1.7	정상
부산(경남)	산청	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	2.4	정상
부산(경남)	양산	2026-07-20	9:00	29	85	31.4	관심	없음	강수없음	1.2	정상
부산(경남)	의령	2026-07-20	9:00	29	85	31.4	관심	없음	강수없음	1.3	정상
부산(경남)	진주	2026-07-20	9:00	29	85	31.4	관심	없음	강수없음	1.3	정상
부산(경남)	진해	2026-07-20	11:00	29	85	31.4	관심	없음	강수없음	1.5	정상
부산(경남)	진해	2026-07-20	18:00	29	85	31.4	관심	없음	강수없음	2.7	정상
부산(경남)	창원	2026-07-20	9:00	29	85	31.4	관심	없음	강수없음	1.2	정상
부산(경남)	통영	2026-07-20	12:00	29	85	31.4	관심	없음	강수없음	2.4	정상
부산(경남)	통영	2026-07-20	13:00	29	85	31.4	관심	없음	강수없음	3	정상
